antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'AKCH010000', 'AWK8010000'})",frozenset({'AMFT010000'}),0.01730103806228374,0.05190311418685121,0.010380622837370242,0.5999999999999999,11.559999999999999,0.00948264508327247,2.370242214532871,0.9295774647887324
"frozenset({'AKCH010000', 'AMFT010000'})",frozenset({'AWK8010000'}),0.01384083044982699,0.1903114186851211,0.010380622837370242,0.7499999999999999,3.9409090909090905,0.007746554758683444,3.238754325259514,0.7567251461988304
"frozenset({'AWK8010000', 'AMFT010000'})",frozenset({'AKCH010000'}),0.03806228373702422,0.04844290657439446,0.010380622837370242,0.2727272727272727,5.629870129870129,0.008536775182289484,1.3083910034602075,0.854916067146283
frozenset({'AKCH010000'}),"frozenset({'AWK8010000', 'AMFT010000'})",0.04844290657439446,0.03806228373702422,0.010380622837370242,0.21428571428571427,5.629870129870129,0.008536775182289484,1.2242843661528782,0.8642424242424241
frozenset({'AWK8010000'}),"frozenset({'AKCH010000', 'AMFT010000'})",0.1903114186851211,0.01384083044982699,0.010380622837370242,0.05454545454545454,3.9409090909090905,0.007746554758683444,1.0430529677934524,0.9216524216524216
frozenset({'AMFT010000'}),"frozenset({'AKCH010000', 'AWK8010000'})",0.05190311418685121,0.01730103806228374,0.010380622837370242,0.2,11.56,0.00948264508327247,1.2283737024221453,0.9635036496350365
"frozenset({'AX15010000', 'AMFW010000'})",frozenset({'AWK8010000'}),0.010380622837370242,0.1903114186851211,0.010380622837370242,1.0,5.254545454545455,0.008405071778355144,inf,0.8181818181818182
"frozenset({'AX15010000', 'AWK8010000'})",frozenset({'AMFW010000'}),0.04844290657439446,0.04844290657439446,0.010380622837370242,0.21428571428571427,4.423469387755102,0.00803390763999473,1.2110726643598617,0.8133333333333332
"frozenset({'AMFW010000', 'AWK8010000'})",frozenset({'AX15010000'}),0.020761245674740483,0.14878892733564014,0.010380622837370242,0.5,3.3604651162790695,0.007291579363273907,1.7024221453287196,0.7173144876325089
frozenset({'AX15010000'}),"frozenset({'AMFW010000', 'AWK8010000'})",0.14878892733564014,0.020761245674740483,0.010380622837370242,0.06976744186046512,3.36046511627907,0.007291579363273907,1.052681660899654,0.8252032520325203
frozenset({'AMFW010000'}),"frozenset({'AX15010000', 'AWK8010000'})",0.04844290657439446,0.04844290657439446,0.010380622837370242,0.21428571428571427,4.423469387755102,0.00803390763999473,1.2110726643598617,0.8133333333333332
frozenset({'AWK8010000'}),"frozenset({'AX15010000', 'AMFW010000'})",0.1903114186851211,0.010380622837370242,0.010380622837370242,0.05454545454545454,5.254545454545455,0.008405071778355144,1.046712802768166,1.0
"frozenset({'AX15010000', 'AR5L010000'})",frozenset({'AWK8010000'}),0.01384083044982699,0.1903114186851211,0.010380622837370242,0.7499999999999999,3.9409090909090905,0.007746554758683444,3.238754325259514,0.7567251461988304
